num,episode23,epsilon23,sum23
0,929,1.5,579
100,759,1.426826295,483
200,558,1.357222185,348
300,777,1.291013535,493
400,524,1.228034706,335
500,805,1.16812814,517
600,845,1.111143964,537
700,549,1.056939617,330
800,582,1.005379493,351
900,999,0.956334598,634
1000,855,0.909682234,577
1100,728,0.865305688,492
1200,709,0.82309394,487
1300,635,0.782941384,419
1400,862,0.74474757,619
1500,999,0.708416944,760
1600,353,0.673858616,242
1700,999,0.640986128,773
1800,534,0.609717242,391
1900,608,0.579973729,438
2000,938,0.551681178,729
2100,999,0.524768808,802
2200,999,0.499169289,835
2300,330,0.474818579,228
2400,585,0.451655756,456
2500,849,0.429622872,691
2600,826,0.408664808,681
2700,350,0.388729129,238
2800,901,0.369765962,741
2900,999,0.351727865,773
3000,999,0.334569711,880
3100,767,0.318248574,643
3200,999,0.302723623,873
3300,301,0.287956017,211
3400,564,0.273908811,468
3500,999,0.260546863,897
3600,999,0.247836743,775
3700,999,0.235746655,842
3800,999,0.224246351,922
3900,999,0.21330706,920
4000,455,0.202901415,347
4100,999,0.193003383,923
4200,999,0.183588201,933
4300,487,0.174632315,431
4400,999,0.16611332,950
4500,999,0.158009902,939
4600,999,0.150301788,968
4700,999,0.142969696,927
4800,999,0.135995281,949
4900,999,0.129361095,923
5000,999,0.123050542,925
5100,403,0.117047832,308
5200,999,0.11133795,989
5300,999,0.10590661,953
5400,269,0.100740224,192
5500,999,0.095825867,993
5600,999,0.091151244,953
5700,842,0.086704662,741
5800,999,0.082474994,990
5900,167,0.07845166,102
6000,999,0.074624594,987
6100,999,0.070984222,973
6200,999,0.067521437,954
6300,999,0.064227574,995
6400,981,0.061094395,884
6500,999,0.058114059,1003
6600,989,0.055279112,911
6700,999,0.05258246,990
6800,999,0.050017358,1003
6900,999,0.047577388,955
7000,999,0.045256445,985
7100,999,0.043048724,987
7200,999,0.040948701,965
7300,999,0.038951122,1003
7400,999,0.03705099,983
7500,999,0.035243551,961
7600,999,0.033524284,990
7700,615,0.031888887,518
7800,999,0.030333268,1003
7900,999,0.03,1018
8000,999,0.03,993
8100,999,0.03,968
8200,567,0.03,487
8300,999,0.03,1002
8400,999,0.03,983
8500,999,0.03,1001
8600,189,0.03,116
8700,999,0.03,1003
8800,999,0.03,984
8900,999,0.03,1015
9000,743,0.03,666
9100,999,0.03,1006
9200,999,0.03,995
9300,999,0.03,999
9400,999,0.03,960
9500,999,0.03,981
9600,999,0.03,1002
9700,999,0.03,995
9800,999,0.03,985
9900,999,0.03,1005
