num,episode4,epsilon4,sum4
0,739,1.5,459
100,512,1.426826295,318
200,686,1.357222185,440
300,643,1.291013535,370
400,278,1.228034706,153
500,434,1.16812814,265
600,611,1.111143964,385
700,531,1.056939617,321
800,873,1.005379493,532
900,419,0.956334598,257
1000,647,0.909682234,406
1100,841,0.865305688,566
1200,855,0.82309394,566
1300,408,0.782941384,263
1400,726,0.74474757,513
1500,565,0.708416944,382
1600,468,0.673858616,324
1700,999,0.640986128,744
1800,567,0.609717242,415
1900,988,0.579973729,760
2000,595,0.551681178,449
2100,851,0.524768808,672
2200,389,0.499169289,278
2300,884,0.474818579,724
2400,538,0.451655756,414
2500,999,0.429622872,820
2600,507,0.408664808,375
2700,999,0.388729129,829
2800,390,0.369765962,302
2900,527,0.351727865,415
3000,578,0.334569711,456
3100,999,0.318248574,864
3200,999,0.302723623,847
3300,228,0.287956017,152
3400,387,0.273908811,307
3500,543,0.260546863,447
3600,430,0.247836743,332
3700,145,0.235746655,85
3800,999,0.224246351,904
3900,721,0.21330706,631
4000,554,0.202901415,467
4100,999,0.193003383,966
4200,650,0.183588201,577
4300,481,0.174632315,381
4400,999,0.16611332,937
4500,999,0.158009902,902
4600,944,0.150301788,833
4700,999,0.142969696,893
4800,128,0.135995281,74
4900,577,0.129361095,500
5000,178,0.123050542,91
5100,999,0.117047832,941
5200,825,0.11133795,754
5300,689,0.10590661,616
5400,999,0.100740224,968
5500,285,0.095825867,217
5600,164,0.091151244,106
5700,999,0.086704662,981
5800,999,0.082474994,940
5900,999,0.07845166,947
6000,637,0.074624594,580
6100,735,0.070984222,659
6200,844,0.067521437,780
6300,999,0.064227574,961
6400,165,0.061094395,105
6500,189,0.058114059,92
6600,520,0.055279112,437
6700,999,0.05258246,951
6800,201,0.050017358,152
6900,999,0.047577388,956
7000,550,0.045256445,505
7100,999,0.043048724,990
7200,925,0.040948701,877
7300,191,0.038951122,108
7400,999,0.03705099,961
7500,999,0.035243551,1000
7600,999,0.033524284,940
7700,999,0.031888887,986
7800,565,0.030333268,514
7900,999,0.03,960
8000,999,0.03,982
8100,172,0.03,107
8200,999,0.03,961
8300,999,0.03,980
8400,764,0.03,700
8500,999,0.03,986
8600,999,0.03,985
8700,999,0.03,990
8800,875,0.03,820
8900,450,0.03,374
9000,999,0.03,979
9100,999,0.03,971
9200,739,0.03,693
9300,574,0.03,512
9400,999,0.03,978
9500,999,0.03,957
9600,999,0.03,985
9700,999,0.03,977
9800,263,0.03,203
9900,999,0.03,997
