num,episode13,epsilon13,sum13
0,871,1.5,548
100,999,1.426826295,620
200,959,1.357222185,623
300,656,1.291013535,385
400,759,1.228034706,480
500,793,1.16812814,480
600,863,1.111143964,549
700,470,1.056939617,284
800,520,1.005379493,316
900,147,0.956334598,70
1000,999,0.909682234,668
1100,776,0.865305688,512
1200,637,0.82309394,436
1300,879,0.782941384,613
1400,880,0.74474757,627
1500,726,0.708416944,532
1600,503,0.673858616,366
1700,999,0.640986128,773
1800,999,0.609717242,794
1900,999,0.579973729,812
2000,687,0.551681178,523
2100,999,0.524768808,789
2200,581,0.499169289,439
2300,592,0.474818579,461
2400,999,0.451655756,826
2500,445,0.429622872,314
2600,309,0.408664808,199
2700,999,0.388729129,796
2800,702,0.369765962,563
2900,999,0.351727865,902
3000,608,0.334569711,464
3100,999,0.318248574,829
3200,826,0.302723623,684
3300,490,0.287956017,384
3400,953,0.273908811,838
3500,999,0.260546863,814
3600,999,0.247836743,875
3700,999,0.235746655,908
3800,999,0.224246351,918
3900,999,0.21330706,918
4000,318,0.202901415,251
4100,663,0.193003383,547
4200,493,0.183588201,390
4300,999,0.174632315,877
4400,999,0.16611332,935
4500,999,0.158009902,897
4600,999,0.150301788,887
4700,918,0.142969696,834
4800,113,0.135995281,56
4900,999,0.129361095,959
5000,999,0.123050542,891
5100,999,0.117047832,983
5200,348,0.11133795,278
5300,999,0.10590661,898
5400,193,0.100740224,103
5500,999,0.095825867,924
5600,999,0.091151244,943
5700,527,0.086704662,456
5800,999,0.082474994,931
5900,428,0.07845166,341
6000,999,0.074624594,995
6100,999,0.070984222,945
6200,733,0.067521437,635
6300,362,0.064227574,273
6400,908,0.061094395,812
6500,999,0.058114059,970
6600,999,0.055279112,949
6700,999,0.05258246,949
6800,999,0.050017358,931
6900,999,0.047577388,965
7000,999,0.045256445,949
7100,297,0.043048724,247
7200,999,0.040948701,991
7300,999,0.038951122,915
7400,999,0.03705099,980
7500,999,0.035243551,997
7600,999,0.033524284,973
7700,999,0.031888887,998
7800,999,0.030333268,988
7900,999,0.03,963
8000,999,0.03,1004
8100,999,0.03,985
8200,999,0.03,976
8300,999,0.03,984
8400,149,0.03,83
8500,999,0.03,990
8600,999,0.03,998
8700,999,0.03,977
8800,999,0.03,982
8900,999,0.03,1002
9000,999,0.03,1007
9100,999,0.03,1000
9200,999,0.03,986
9300,999,0.03,977
9400,999,0.03,980
9500,297,0.03,224
9600,999,0.03,932
9700,999,0.03,945
9800,999,0.03,1009
9900,999,0.03,994
