num,episode16,epsilon16,sum16
0,859,1.5,559
100,698,1.426826295,439
200,857,1.357222185,542
300,869,1.291013535,564
400,716,1.228034706,483
500,794,1.16812814,502
600,985,1.111143964,649
700,774,1.056939617,479
800,490,1.005379493,300
900,999,0.956334598,663
1000,502,0.909682234,317
1100,924,0.865305688,629
1200,999,0.82309394,699
1300,999,0.782941384,716
1400,507,0.74474757,340
1500,555,0.708416944,390
1600,546,0.673858616,382
1700,829,0.640986128,608
1800,353,0.609717242,229
1900,999,0.579973729,757
2000,999,0.551681178,785
2100,999,0.524768808,798
2200,338,0.499169289,229
2300,999,0.474818579,823
2400,999,0.451655756,841
2500,982,0.429622872,792
2600,634,0.408664808,490
2700,999,0.388729129,855
2800,999,0.369765962,837
2900,423,0.351727865,319
3000,383,0.334569711,304
3100,999,0.318248574,880
3200,645,0.302723623,511
3300,887,0.287956017,771
3400,999,0.273908811,901
3500,999,0.260546863,866
3600,999,0.247836743,917
3700,999,0.235746655,897
3800,999,0.224246351,918
3900,999,0.21330706,938
4000,999,0.202901415,920
4100,999,0.193003383,918
4200,999,0.183588201,922
4300,700,0.174632315,608
4400,192,0.16611332,99
4500,999,0.158009902,947
4600,536,0.150301788,453
4700,999,0.142969696,947
4800,999,0.135995281,947
4900,999,0.129361095,928
5000,999,0.123050542,939
5100,999,0.117047832,933
5200,999,0.11133795,984
5300,999,0.10590661,959
5400,999,0.100740224,966
5500,999,0.095825867,986
5600,999,0.091151244,964
5700,999,0.086704662,932
5800,999,0.082474994,940
5900,471,0.07845166,418
6000,999,0.074624594,998
6100,999,0.070984222,982
6200,999,0.067521437,994
6300,999,0.064227574,992
6400,999,0.061094395,1010
6500,999,0.058114059,962
6600,999,0.055279112,980
6700,999,0.05258246,1007
6800,999,0.050017358,1002
6900,999,0.047577388,986
7000,672,0.045256445,585
7100,999,0.043048724,1000
7200,999,0.040948701,999
7300,999,0.038951122,979
7400,999,0.03705099,982
7500,999,0.035243551,1000
7600,999,0.033524284,993
7700,999,0.031888887,1005
7800,999,0.030333268,1012
7900,999,0.03,1001
8000,999,0.03,993
8100,999,0.03,1007
8200,999,0.03,1004
8300,999,0.03,984
8400,999,0.03,1020
8500,999,0.03,996
8600,999,0.03,1012
8700,940,0.03,857
8800,999,0.03,987
8900,999,0.03,1008
9000,999,0.03,1010
9100,999,0.03,996
9200,999,0.03,1002
9300,999,0.03,1015
9400,999,0.03,1011
9500,999,0.03,1017
9600,999,0.03,1005
9700,902,0.03,820
9800,999,0.03,981
9900,999,0.03,1013
