num,episode2,epsilon2,sum2
0,753,1.5,476
100,597,1.426826295,351
200,683,1.357222185,423
300,985,1.291013535,624
400,742,1.228034706,436
500,765,1.16812814,491
600,927,1.111143964,583
700,765,1.056939617,495
800,999,1.005379493,672
900,563,0.956334598,335
1000,971,0.909682234,650
1100,412,0.865305688,269
1200,868,0.82309394,584
1300,832,0.782941384,564
1400,884,0.74474757,629
1500,453,0.708416944,313
1600,441,0.673858616,303
1700,991,0.640986128,730
1800,489,0.609717242,325
1900,376,0.579973729,254
2000,235,0.551681178,135
2100,462,0.524768808,328
2200,461,0.499169289,334
2300,999,0.474818579,815
2400,447,0.451655756,310
2500,803,0.429622872,653
2600,403,0.408664808,298
2700,408,0.388729129,295
2800,610,0.369765962,479
2900,618,0.351727865,495
3000,397,0.334569711,276
3100,389,0.318248574,276
3200,623,0.302723623,488
3300,581,0.287956017,463
3400,282,0.273908811,193
3500,204,0.260546863,115
3600,380,0.247836743,293
3700,999,0.235746655,877
3800,350,0.224246351,259
3900,708,0.21330706,571
4000,399,0.202901415,307
4100,248,0.193003383,162
4200,334,0.183588201,250
4300,592,0.174632315,484
4400,501,0.16611332,410
4500,444,0.158009902,347
4600,465,0.150301788,373
4700,466,0.142969696,358
4800,979,0.135995281,872
4900,999,0.129361095,929
5000,320,0.123050542,238
5100,278,0.117047832,217
5200,396,0.11133795,327
5300,832,0.10590661,755
5400,308,0.100740224,244
5500,630,0.095825867,538
5600,515,0.091151244,423
5700,500,0.086704662,413
5800,264,0.082474994,169
5900,501,0.07845166,412
6000,578,0.074624594,471
6100,288,0.070984222,199
6200,457,0.067521437,374
6300,999,0.064227574,904
6400,844,0.061094395,763
6500,999,0.058114059,929
6600,999,0.055279112,923
6700,945,0.05258246,870
6800,224,0.050017358,174
6900,305,0.047577388,247
7000,999,0.045256445,968
7100,302,0.043048724,204
7200,470,0.040948701,400
7300,999,0.038951122,963
7400,999,0.03705099,990
7500,999,0.035243551,990
7600,999,0.033524284,1005
7700,999,0.031888887,985
7800,999,0.030333268,969
7900,999,0.03,1024
8000,514,0.03,458
8100,999,0.03,1010
8200,232,0.03,173
8300,999,0.03,946
8400,602,0.03,524
8500,999,0.03,1013
8600,999,0.03,979
8700,999,0.03,1008
8800,999,0.03,995
8900,999,0.03,994
9000,999,0.03,983
9100,999,0.03,957
9200,999,0.03,994
9300,351,0.03,299
9400,999,0.03,997
9500,999,0.03,982
9600,999,0.03,990
9700,999,0.03,1018
9800,999,0.03,997
9900,999,0.03,987
