gamma_0.95
52
53.543936278033186
54.617392212883054
56.50534917260612
57.37590226953859
58.2662867903588
58.46949487776379
60.02677243703098
59.804976123347906
59.67347188153939
59.67620127685617
60.729583943170056
61.83395172522597
63.357637400954324
63.47061271026551
63.333750157082065
64.07983969287793
64.56843855876555
65.14073985884683
69.2914175200755
71.70213481422448
73.07965514866433
73.64749896779023
75.77005277031627
76.8737645162078
77.83415751452156
79.4170375083226
79.38842962882578
79.7419717870355
78.15562219860115
77.76590142823996
77.80384855422653
77.90729517952653
76.95716307251539
77.14866464649798
76.3804182181567
80.50221266338438
82.27502831375111
82.10693552277395
79.92282968080167
83.64303550425443
84.37975143644947
88.11576292683705
86.74426314138955
88.8157768162213
90.47397838897483
90.52230573022702
93.83740916586196
94.3640948436845
92.8059722233446
95.29142551302888
96.81120325703941
99.22942170083542
99.74057957765898
103.17784669278753
102.88005495257232
105.87088721195393
105.62371490045452
105.12995265390494
103.0318542427001
104.4563654962964
103.16628769835275
100.94243483382182
99.96553270753755
102.21222075743057
102.7993706445521
101.27451348217814
102.54705757019018
101.46211416967728
101.61256390772532
104.15448439990614
103.58904333427728
101.75291935926778
99.23016383431637
96.85137764028552
95.47176357199531
97.7386452900668
97.77437033785277
96.8722187676577
97.4693531003442
98.69317289164195
96.68041478741058
96.25381775334917
93.73908616922445
92.38842897177925
92.96911797476554
92.29497960792715
92.66874177305971
93.86254121531321
93.02268108997843
93.65664509593793
96.18873329839515
100.41135936993045
102.92006628795457
104.15488669556953
108.18391940179708
109.67877584256155
108.59166411136809
108.02299876677029
115.06810049497575
114.0889955172812
115.77245413545324
113.51637935830294
112.97653388071103
114.16832048343318
114.25533534205948
112.935397629994
110.59451540114547
112.81820758410673
111.17944875162762
112.28356028222645
113.58563320817944
114.4047527164646
116.27124533511504
115.12708114580492
115.00111965945302
116.84490493469949
117.94093976563289
118.91336735558046
118.982148176628
116.05126857529143
114.98804483062564
114.74710111611823
116.81193782900914
123.32116118099746
118.72057787864074
117.14588534556415
113.65231903691533
112.4343819312962
115.33365594621807
114.50466110192603
111.61786786002888
109.91041049948362
108.72031105648809
108.59446596140594
110.84375732291215
115.70399249970421
115.28778097935106
116.02802645870386
117.70022288994907
115.96419901724866
119.83236219804807
119.3136359177545
117.53778357748243
116.83347894361826
116.19248530974956
116.22463765898925
114.364922650342
114.60223309411663
116.88206316395896
115.15663658189263
117.8678472980866
119.19811619549853
119.70838570170818
115.45473892701405
114.5901082423406
113.04077006585749
109.50555009023874
111.46765202872761
113.16846313104779
112.33304629115474
112.56783669459693
113.88640157820377
112.32562879873144
111.31199077811272
110.82576460549622
113.37316627169776
112.47909178988516
113.16222994648827
112.86696424236767
114.06839271927637
111.7308780453727
111.45908980041084
112.65847411398212
113.16291088640217
111.00212618607564
109.6833296436585
109.33547984809135
106.51174004993531
109.5162463717309
111.74989389085346
108.35707412718963
108.94905641777306
109.0377693570907
105.95728666861112
105.50061502597046
106.66532707892779
104.87633643944979
105.34681433961512
107.657604682271
104.11625005820743
105.48007152366722
106.5019102473359
108.19655367806212
106.14734245511801
105.53666911860815
105.47583844496027
104.88967998736692
104.80952468978444
103.16045177163653
110.38668075902268
109.1714120630045
107.97356588485846
110.15737733568665
109.19828344268728
108.93241525808527
107.61376010248867
107.90287266221225
107.17604479204245
107.90129845247907
108.64713481882693
108.133840275599
107.2813543781256
108.24557770335127
107.96896744509101
108.67859565460287
110.55194351833737
108.506454081653
110.03312558293563
112.75317782996113
113.02811358919365
114.23713901177314
113.78609134606387
116.90105778751844
116.04340410386924
115.91899695781744
114.64429758280977
114.45313531616638
116.21043382637055
116.88503062982757
112.41661218864147
109.77024149304688
113.40502622494452
110.45598042133437
111.88911107958997
113.6953429924995
110.87058028919856
113.99635122205044
119.5588870764805
117.47067051614796
115.28652762003367
112.38756179909025
110.57593383066315
107.15951947462011
104.3736459403592
101.76669228556517
100.33072895166308
98.6963098822985
99.76796663826713
98.44568715538144
98.39060636509005
97.86722837327335
102.03644596928136
101.78586629228555
100.99768159689557
101.45924046522967
98.96023900068165
98.43044347331472
99.6810188770326
100.94347904265334
101.88470350084754
102.02590013789235
105.391884376412
106.0308479917337
105.23902941960479
104.88385666024627
105.50280386760659
111.37993290425186
109.31212966533096
105.71213614487046
103.77237408495017
103.79499605829513
103.33417587208686
106.43490163769171
105.90350508147992
105.22837873909702
104.802494102921
103.20910536162096
111.30139490216065
107.84127187432813
107.71561474749369
106.69606909889411
104.85331163876604
107.99212569533208
106.34686817724528
103.75268014958111
103.28085036893413
100.87491543629363
101.85445522114368
102.42488618706406
101.59051097263585
104.08902581969856
102.47181270682722
102.23591693294938
101.80019143424401
105.68776797375503
105.53738624786169
108.97165820223628
107.92265265308764
110.85097140413737
111.89222508447082
115.17422930276894
111.74575600865144
109.05119038679835
109.87544183208935
104.78130821650186
107.72702834386071
108.4171367336531
107.79103076081354
109.61508578760184
108.29763809799204
112.57977858785051
112.08920104651214
111.06178858530033
115.41369077127003
116.96965941845814
115.86074605543895
118.51632204110997
114.92096676439743
113.56666347630423
114.27132683315699
109.80407686240717
106.48809299876203
103.54829606255444
100.9931266424965
99.21371944167903
99.71982245926381
109.23335125993587
108.87187492788186
109.09742570894473
108.93846786115562
111.08457324114697
111.228000679496
114.04999499069302
118.03873221377418
115.60828631142135
113.36063917498818
113.50273783588021
111.9651336779174
110.56396087369092
111.70805247846012
115.39950141665952
117.13006862730165
116.56375222442182
111.51170266860461
110.76279996288908
113.22974023543308
118.17785007819813
116.45855077805959
115.06643262778645
114.29309153354126
118.59160660532294
118.80110284382106
120.39217877114991
115.55216602587664
117.68571924049212
115.82790009892523
113.80246765433441
112.61424542178594
112.18623296483139
115.19838084389386
116.38080835095349
112.46264553112282
110.10402595200917
109.38344155217554
109.55927237727647
110.01639467245941
108.33655724713057
111.6255035006002
113.92723606859289
117.81275999966051
115.58891466154643
112.0065814697605
109.7415838962143
108.59766146608806
106.7039764142661
105.9088239480585
107.76933523715316
108.12465783563563
108.24038974926482
106.97165309545261
103.5969695043442
106.02349074773639
106.3017849766517
109.56606232931259
109.28281589879853
106.52023748571244
107.64454521024243
107.7623868493283
106.18986484651349
106.7931131773275
108.16215690645288
113.39794371405239
111.63160791904487
113.00332505668
117.16547144693662
117.05169889088657
116.37774794186441
114.61209768277465
116.75500299324123
121.47256612372529
118.86799183047312
117.83633239821438
116.30159254772477
117.35340696106881
117.23339673907294
118.4793604066078
118.9058139049289
119.41288541036448
117.44014751154359
113.52335854243508
113.05685075100357
115.34135505402026
111.72308653206558
113.26429387728525
110.10307973699821
113.31693248337372
114.48948808670309
115.69658005602264
113.77640454825934
108.98814810181457
109.84388056248446
110.91865106988107
109.94857473290465
113.93129070247036
113.74917888931338
111.2509616393204
110.6355412644673
113.12524845943398
110.77782989571567
111.13953473485857
112.67476243283677
114.55446892404171
113.27203485411708
115.50174012670064
114.08518357477807
112.26089577033939
116.69954342428923
116.94024405889138
114.6357319065251
114.8011524727667
113.11169857158272
108.73091747243157
106.99346144728129
108.74901618331967
108.1680308457815
105.99543642673693
106.82571568986907
107.34468155652519
105.84878610778782
105.9135137894852
102.16945509552728
105.1263168040033
110.183394405966
111.13244671070044
113.96953543173498
111.68955755177222
110.87568928455114
109.711828631138
108.47050274814549
113.2254612126089
111.48906985590736
109.9878885667454
112.60814121974933
110.3357995841762
108.45335579401366
107.37474019431502
109.78727894583358
113.54402247814981
113.81394444711773
114.79408552403164
113.43990590020748
114.28543159873428
111.09235770966102
110.64307482384676
108.99334030846693
107.96940484560679
110.11122211840046
109.51653453482655
112.37092361323099
112.03815932022054
113.48221857056944
116.68956436709168
113.54079841967527
111.65890404823386
110.31829868189483
109.13177397448374
110.39552771682612
110.51559836441244
110.6264756345653
107.55140502541151
108.29509666487995
107.19468273790731
106.49437373565455
110.66753371874032
111.7155951189512
114.16385327516326
110.12821979869601
109.83536606283687
114.4998158953469
111.60142955654948
108.91685384651517
105.57453403848648
112.40055975218007
113.21217579323913
114.91148059934807
117.06007733846313
116.337964737738
120.61245314112466
118.95348914124729
120.67584315178388
116.87819598266232
114.1800886594904
110.8828770577928
113.57995643116904
113.00244969469111
114.19986831677573
115.42725636151106
116.71468631900264
114.34043718636201
116.46891824417361
114.29130879562192
111.81556427049327
108.73211529349476
109.25386851899907
108.35421398206546
106.59175102486196
105.54757238783026
104.7136812339311
101.20048247409353
100.15799973309568
98.70545406295558
100.88471286317795
101.78198375492308
102.31479661853952
105.16591124349519
107.71003987785478
110.65874916067
109.63393463158681
111.32257816194279
110.16880438462488
111.12073854806867
113.06894752572931
113.53560055069848
116.48793618787622
115.85630118036454
114.68739038214456
112.6283226477789
109.73420084292464
107.80385952384927
106.61817317285848
103.74568088021749
102.12451261889454
99.52638805316964
97.81196882758373
95.311942851799
97.53391216771841
96.43823466762045
95.3905453821201
98.86413392803864
99.5161890009367
101.15417611914613
103.38624649432249
106.81961542994944
108.42517200459207
108.66388302105021
108.49975230709687
112.30457832814548
114.24780065781123
113.23181308827435
114.05327485554642
116.60861373768184
115.84897501857914
117.94277565411717
116.67892445635378
116.49574891722617
113.91677297355365
111.93202969226859
110.77461863056512
112.79179456753235
114.3356043037432
113.48521169681986
113.09678442069348
117.63010198810153
122.51310566381053
122.73272884651695
117.91157700210958
119.717507373521
118.56929231697792
119.57957156970687
122.8915254295504
119.46886365977491
117.18177766954464
120.24281923424752
117.74247982632382
117.49232099272231
120.26630434071575
115.92621934372977
116.03412472104682
119.99317420905001
118.69388863048535
121.20775613408819
119.39311071845265
115.99259159267554
115.19040002210718
115.851926015615
112.94866331457857
114.73159041161689
114.80580970311847
112.2005767141894
113.40486582232961
112.82955528224763
111.01209864782776
110.18387645811642
110.88981676909061
107.68870927614535
108.68255643419063
111.36978642329264
113.38787849042333
110.38030360602377
108.9822758058853
112.84875374502306
112.62484222918386
110.24288660877261
109.56817614374918
106.50851506733211
106.42973045569839
106.66205169863876
103.09342998572292
102.08293042072283
102.91246692715
108.25821430111077
106.50119851686742
106.99467049277106
107.89082953671748
107.8030772982936
107.84596098735939
110.25410543932233
108.54920679172714
108.94575213615347
105.09102267508229
106.59096375588486
106.4841266952681
107.15151788412676
105.24526218253791
105.22340745233609
107.51339705100713
110.12876485726568
110.1192334760408
108.56624151072614
108.5214107865255
109.21368913147882
110.42549184065419
109.64473293931343
111.12352798714956
114.67345124573706
112.3529075263128
113.9600821989322
113.66733307755543
118.16968266584456
117.14713939670631
121.33851255353562
121.27930115195073
119.44380638812332
115.58439300358476
113.59654261247051
113.65312528318469
114.39545721506461
109.92699412619511
106.23440818190669
106.13064634850815
104.96731975561536
106.78203261172632
107.58462453974084
102.90272697357238
103.67409309672918
103.82635996746687
104.78496077834461
106.03425898928818
109.31800460607161
109.96323664163047
111.46613681386683
110.79557756055642
112.19835068552982
118.12075013395999
123.0469798684708
123.19365457997156
125.04664526639661
126.05895265414249
126.87559687952053
126.1016110240675
125.9166529011671
125.33904650345616
124.42109301288731
124.74297187501523
120.49963434470807
116.51823363285743
119.42040675336891
118.89173415552796
118.10461616888087
115.83120198915658
118.74518229154368
115.65029937598078
118.17529894081234
119.38119457347281
121.95527178753171
125.94660505327965
127.33347930193585
126.36338336837109
124.97662648202824
122.58445868593076
120.19564735392727
122.10760258038486
125.04208846532512
124.19175788089987
122.48191291518084
120.0732111175111
118.44680329125823
117.89702461561163
113.77486665848275
115.86819490154879
117.69662979912081
119.53228527397555
121.65430199938871
120.76104241664972
118.48322711300665
118.7602004416119
121.00742634508634
119.82648229711377
122.36799049293698
123.92059813613783
125.37111836883014
126.48760684440656
127.38736497357432
128.19704523098557
124.9853787734264
124.39705561640761
123.62965223826697
122.4886025009568
124.12512485375692
120.34523921386916
118.81419232516227
116.48769265658542
115.64185870530204
112.53362107951632
110.62157557835774
107.7652470317262
107.04894669771933
107.01266733475505
107.07059242799019
110.50701156323113
113.99276592732176
115.66002271535496
119.41213600832305
119.78365009632095
118.5883213829013
117.8746935877329
119.07695483971153
114.49202380824667
111.60760597167699
108.42600668743148
114.04190479528887
116.13088683077297
114.09169656990441
112.4686698305103
111.07585734559612
112.34818294608858
113.32606365110483
111.78754338822877
116.78663420669038
119.47943782646863
118.20382454855655
116.28555777197312
116.74059309248939
119.3186168605035
115.90837303775939
112.34707632550837
114.2442542032005
114.65356618645578
114.5289205011378
116.13762214445451
115.96741483347334
116.65449117158741
115.43777190228946
119.34455813991704
119.8512578917938
118.52024057281854
119.48501656050658
121.79698560661022
121.37006410689513
120.58703016751983
117.22574792797823
119.18672639841367
116.64219313308791
114.86513768350865
116.11474739314745
116.370197654831
115.9652266603989
115.85118410174441
117.55470451763935
116.63961250742359
116.28658938608463
117.33322981173109
116.91416529414683
116.20666271156855
111.87519329677738
112.51253281873866
116.18032051350623
113.75843091466481
111.03644549580255
110.7898951855133
107.5570725403302
107.32263545231352
111.1149075820077
110.2298898446827
115.45647030178372
114.29923429211259
114.3676885313223
113.04036509782412
114.08736436652568
119.12752904360076
117.35111071654568
119.64854369290642
121.73155301817013
118.64044958491378
115.79038491041169
113.66953116417072
111.08870239786465
111.17756810933098
112.85770045196193
110.1824775306766
110.68646232431718
109.66831717884396
107.58643901203125
108.90723800031995
108.2158064863938
110.81899392322391
113.15235538143138
113.57526984968051
115.82327050939976
118.48874551319952
115.94231730739683
118.32406011916237
119.76534354371829
120.20069969023308
120.75106942926156
118.62063620434668
115.70253000652365
112.88390707027928
109.03001067230228
109.2575884918453
110.34327441600584
109.49079570095819
112.32358460145146
112.2673254694354
110.18738293525945
110.3575749171957
108.26406108108915
107.50085338320126
107.98212638395941
111.06177781651238
113.05632196195876
115.2380876812788
114.0865976983139
110.43713975767722
109.2763360868213
108.59636387824612
108.99700522375902
112.68142927190523
113.8482558503795
115.60497179148982
120.64451132728232
123.756271295916
121.33347491643804
118.28839924756674
122.93600302319251
124.14765077987117
125.24998306776651
126.45674905810776
124.40692974119128
126.23212527086969
129.00045315708329
129.18065660650146
130.90351703348458
131.99687869286265
131.75419978572106
128.03751817287736
127.5021099847726
128.94461709692285
124.8576434912328
124.3723981530001
124.33072924172156
123.06683320708552
124.93245049506898
125.97196449311515
124.23683038545207
120.94248124855181
121.03740357130016
121.32473718921021
123.38660676933131
123.27197148755832
119.84859637655958
119.63174580819643
121.90009860154156
118.00399928363308
118.79753843124577
116.51712226557986
119.6095325773868
123.27559293447105
121.42897222107429
118.84959314273982
118.02570257747819
116.9044391567865
116.53955494345607
119.4608070150217
118.98025355207014
116.93167977513028
118.65254149377866
116.2395691413516
115.90943317934703
120.15838298480253
117.97873393851287
122.06326469164495
125.2076838795505
121.6936812004254
124.58480616506787
124.31369280788569
122.52726339626412
121.3152168318492
118.58661519653509
115.23487147072564
115.0462707251346
111.4953490466379
113.35949021558345
115.40916767876584
113.9946224737591
111.77592166134048
111.86558509069931
113.66703850441972
114.89094081659523
113.43378859510777
114.4099544545652
