num,episode21,epsilon21,sum21
0,556,1.5,340
100,419,1.426826295,256
200,999,1.357222185,621
300,564,1.291013535,347
400,838,1.228034706,508
500,242,1.16812814,130
600,610,1.111143964,358
700,693,1.056939617,447
800,896,1.005379493,588
900,789,0.956334598,504
1000,940,0.909682234,612
1100,419,0.865305688,285
1200,494,0.82309394,322
1300,848,0.782941384,582
1400,999,0.74474757,746
1500,999,0.708416944,721
1600,999,0.673858616,763
1700,999,0.640986128,783
1800,999,0.609717242,767
1900,389,0.579973729,273
2000,564,0.551681178,427
2100,999,0.524768808,777
2200,310,0.499169289,203
2300,999,0.474818579,819
2400,999,0.451655756,772
2500,810,0.429622872,655
2600,999,0.408664808,803
2700,999,0.388729129,801
2800,999,0.369765962,875
2900,587,0.351727865,475
3000,999,0.334569711,838
3100,657,0.318248574,549
3200,837,0.302723623,716
3300,999,0.287956017,885
3400,493,0.273908811,399
3500,999,0.260546863,873
3600,712,0.247836743,602
3700,745,0.235746655,625
3800,355,0.224246351,264
3900,999,0.21330706,905
4000,283,0.202901415,212
4100,910,0.193003383,751
4200,999,0.183588201,935
4300,999,0.174632315,920
4400,999,0.16611332,892
4500,629,0.158009902,518
4600,999,0.150301788,892
4700,490,0.142969696,412
4800,999,0.135995281,913
4900,999,0.129361095,908
5000,678,0.123050542,605
5100,999,0.117047832,914
5200,999,0.11133795,968
5300,392,0.10590661,299
5400,240,0.100740224,189
5500,999,0.095825867,970
5600,162,0.091151244,105
5700,999,0.086704662,968
5800,999,0.082474994,919
5900,999,0.07845166,939
6000,396,0.074624594,312
6100,999,0.070984222,916
6200,642,0.067521437,591
6300,999,0.064227574,951
6400,999,0.061094395,922
6500,529,0.058114059,459
6600,999,0.055279112,966
6700,696,0.05258246,616
6800,999,0.050017358,983
6900,999,0.047577388,966
7000,999,0.045256445,978
7100,441,0.043048724,381
7200,999,0.040948701,985
7300,999,0.038951122,1015
7400,204,0.03705099,128
7500,999,0.035243551,981
7600,301,0.033524284,253
7700,792,0.031888887,724
7800,999,0.030333268,983
7900,999,0.03,945
8000,999,0.03,1001
8100,999,0.03,958
8200,999,0.03,997
8300,320,0.03,242
8400,999,0.03,962
8500,999,0.03,943
8600,999,0.03,969
8700,251,0.03,153
8800,999,0.03,953
8900,606,0.03,551
9000,999,0.03,990
9100,999,0.03,980
9200,999,0.03,966
9300,482,0.03,434
9400,999,0.03,990
9500,999,0.03,987
9600,343,0.03,243
9700,999,0.03,946
9800,999,0.03,1015
9900,999,0.03,975
