num,episode4,epsilon4,sum4
0,870,1.5,541
100,999,1.426826295,629
200,484,1.357222185,286
300,999,1.291013535,664
400,659,1.228034706,437
500,719,1.16812814,453
600,327,1.111143964,173
700,731,1.056939617,458
800,932,1.005379493,634
900,585,0.956334598,354
1000,536,0.909682234,331
1100,775,0.865305688,529
1200,999,0.82309394,699
1300,539,0.782941384,364
1400,677,0.74474757,488
1500,340,0.708416944,214
1600,999,0.673858616,760
1700,999,0.640986128,776
1800,669,0.609717242,509
1900,999,0.579973729,811
2000,999,0.551681178,769
2100,676,0.524768808,502
2200,550,0.499169289,403
2300,790,0.474818579,612
2400,999,0.451655756,868
2500,999,0.429622872,833
2600,999,0.408664808,833
2700,999,0.388729129,853
2800,999,0.369765962,870
2900,999,0.351727865,899
3000,999,0.334569711,858
3100,999,0.318248574,897
3200,999,0.302723623,895
3300,999,0.287956017,888
3400,500,0.273908811,417
3500,999,0.260546863,902
3600,999,0.247836743,885
3700,999,0.235746655,903
3800,999,0.224246351,918
3900,973,0.21330706,884
4000,803,0.202901415,701
4100,999,0.193003383,928
4200,999,0.183588201,929
4300,999,0.174632315,911
4400,999,0.16611332,944
4500,999,0.158009902,958
4600,999,0.150301788,965
4700,999,0.142969696,968
4800,372,0.135995281,281
4900,999,0.129361095,951
5000,999,0.123050542,974
5100,366,0.117047832,274
5200,999,0.11133795,969
5300,999,0.10590661,987
5400,999,0.100740224,980
5500,999,0.095825867,991
5600,282,0.091151244,205
5700,999,0.086704662,977
5800,999,0.082474994,970
5900,999,0.07845166,986
6000,999,0.074624594,983
6100,999,0.070984222,977
6200,999,0.067521437,1005
6300,999,0.064227574,1000
6400,999,0.061094395,997
6500,999,0.058114059,1013
6600,317,0.055279112,244
6700,999,0.05258246,1004
6800,999,0.050017358,1006
6900,999,0.047577388,994
7000,999,0.045256445,1008
7100,999,0.043048724,1002
7200,999,0.040948701,1000
7300,999,0.038951122,1010
7400,999,0.03705099,1000
7500,999,0.035243551,1004
7600,999,0.033524284,1009
7700,155,0.031888887,89
7800,554,0.030333268,455
7900,999,0.03,1010
8000,999,0.03,980
8100,999,0.03,1009
8200,999,0.03,1016
8300,999,0.03,1007
8400,611,0.03,517
8500,999,0.03,1006
8600,999,0.03,978
8700,999,0.03,1013
8800,999,0.03,1004
8900,999,0.03,1005
9000,999,0.03,1013
9100,210,0.03,121
9200,999,0.03,1007
9300,999,0.03,1012
9400,999,0.03,988
9500,999,0.03,1006
9600,999,0.03,971
9700,999,0.03,1016
9800,999,0.03,1023
9900,999,0.03,1014
