num,episode2,epsilon2,sum2
0,749,1,478
100,569,0.95121753,345
200,888,0.90481479,582
300,780,0.86067569,532
400,603,0.818689804,407
500,744,0.778752093,550
600,999,0.740762643,736
700,227,0.704626412,140
800,999,0.670252995,784
900,585,0.637556399,423
1000,671,0.606454823,510
1100,999,0.576870459,795
1200,636,0.548729293,458
1300,871,0.521960923,695
1400,861,0.49649838,657
1500,374,0.472277963,280
1600,170,0.449239077,97
1700,999,0.427324086,838
1800,734,0.406478161,569
1900,999,0.386649153,868
2000,729,0.367787452,580
2100,999,0.349845872,845
2200,694,0.332779526,571
2300,557,0.316545719,444
2400,437,0.301103837,319
2500,739,0.286415248,587
2600,826,0.272443205,712
2700,999,0.259152753,914
2800,999,0.246510641,898
2900,306,0.234485243,215
3000,780,0.223046474,650
3100,864,0.212165716,748
3200,576,0.201815749,465
3300,999,0.191970678,927
3400,999,0.182605874,901
3500,999,0.173697909,879
3600,999,0.165224496,913
3700,999,0.157164437,915
3800,999,0.149497567,932
3900,499,0.142204707,410
4000,913,0.13526761,773
4100,999,0.128668922,943
4200,644,0.122392134,536
4300,633,0.116421543,558
4400,851,0.110742213,766
4500,184,0.105339934,107
4600,999,0.100201192,979
4700,230,0.095313131,133
4800,999,0.090663521,867
4900,999,0.08624073,968
5000,951,0.082033694,850
5100,999,0.078031888,930
5200,999,0.0742253,870
5300,307,0.070604407,230
5400,999,0.067160149,967
5500,999,0.063883911,952
5600,999,0.060767496,949
5700,166,0.057803108,105
5800,999,0.054983329,932
5900,965,0.052301107,877
6000,999,0.04974973,967
6100,804,0.047322815,724
6200,514,0.045014291,450
6300,999,0.042818383,1005
6400,999,0.040729596,984
6500,999,0.038742706,945
6600,999,0.036852741,979
6700,999,0.035054973,955
6800,999,0.033344905,1009
6900,121,0.031718258,31
7000,999,0.030170963,962
7100,999,0.03,917
7200,999,0.03,956
7300,999,0.03,930
7400,759,0.03,705
7500,357,0.03,285
7600,999,0.03,919
7700,999,0.03,945
7800,999,0.03,972
7900,999,0.03,979
8000,999,0.03,1003
8100,999,0.03,972
8200,999,0.03,974
8300,999,0.03,952
8400,154,0.03,115
8500,290,0.03,227
8600,999,0.03,1017
8700,999,0.03,929
8800,999,0.03,956
8900,999,0.03,977
9000,999,0.03,1006
9100,999,0.03,947
9200,999,0.03,977
9300,999,0.03,991
9400,999,0.03,975
9500,420,0.03,325
9600,999,0.03,931
9700,999,0.03,1012
9800,999,0.03,949
9900,999,0.03,985
