num,episode3,epsilon3,sum3
0,585,1,338
100,999,0.95121753,646
200,781,0.90481479,524
300,919,0.86067569,586
400,559,0.818689804,350
500,999,0.778752093,719
600,677,0.740762643,497
700,464,0.704626412,321
800,999,0.670252995,739
900,999,0.637556399,786
1000,546,0.606454823,391
1100,999,0.576870459,768
1200,999,0.548729293,793
1300,887,0.521960923,668
1400,877,0.49649838,707
1500,999,0.472277963,818
1600,999,0.449239077,828
1700,999,0.427324086,847
1800,557,0.406478161,416
1900,999,0.386649153,855
2000,999,0.367787452,832
2100,999,0.349845872,887
2200,999,0.332779526,879
2300,761,0.316545719,628
2400,775,0.301103837,651
2500,696,0.286415248,575
2600,999,0.272443205,828
2700,895,0.259152753,772
2800,687,0.246510641,570
2900,999,0.234485243,865
3000,999,0.223046474,897
3100,999,0.212165716,910
3200,999,0.201815749,881
3300,999,0.191970678,837
3400,999,0.182605874,908
3500,999,0.173697909,936
3600,999,0.165224496,974
3700,999,0.157164437,965
3800,378,0.149497567,310
3900,178,0.142204707,131
4000,140,0.13526761,86
4100,999,0.128668922,976
4200,999,0.122392134,969
4300,771,0.116421543,690
4400,999,0.110742213,957
4500,999,0.105339934,913
4600,999,0.100201192,928
4700,999,0.095313131,968
4800,263,0.090663521,169
4900,999,0.08624073,962
5000,999,0.082033694,956
5100,999,0.078031888,938
5200,999,0.0742253,966
5300,999,0.070604407,953
5400,999,0.067160149,975
5500,999,0.063883911,979
5600,945,0.060767496,886
5700,883,0.057803108,796
5800,372,0.054983329,311
5900,999,0.052301107,985
6000,999,0.04974973,988
6100,999,0.047322815,990
6200,999,0.045014291,1000
6300,999,0.042818383,953
6400,999,0.040729596,985
6500,607,0.038742706,547
6600,999,0.036852741,993
6700,999,0.035054973,992
6800,509,0.033344905,409
6900,704,0.031718258,627
7000,999,0.030170963,955
7100,999,0.03,973
7200,999,0.03,1017
7300,999,0.03,978
7400,999,0.03,987
7500,718,0.03,639
7600,999,0.03,991
7700,999,0.03,984
7800,281,0.03,186
7900,425,0.03,339
8000,999,0.03,1013
8100,999,0.03,964
8200,999,0.03,996
8300,999,0.03,990
8400,999,0.03,1006
8500,999,0.03,988
8600,999,0.03,987
8700,999,0.03,967
8800,999,0.03,1017
8900,999,0.03,989
9000,999,0.03,987
9100,999,0.03,945
9200,999,0.03,982
9300,306,0.03,254
9400,999,0.03,969
9500,999,0.03,1017
9600,999,0.03,959
9700,999,0.03,988
9800,999,0.03,980
9900,999,0.03,961
