num,episode2,epsilon2,sum2
0,678,1,417
100,963,0.95121753,622
200,707,0.90481479,454
300,870,0.86067569,606
400,635,0.818689804,441
500,764,0.778752093,526
600,416,0.740762643,267
700,415,0.704626412,296
800,887,0.670252995,652
900,447,0.637556399,319
1000,899,0.606454823,670
1100,970,0.576870459,760
1200,669,0.548729293,508
1300,643,0.521960923,510
1400,645,0.49649838,493
1500,86,0.472277963,31
1600,999,0.449239077,827
1700,999,0.427324086,831
1800,999,0.406478161,830
1900,752,0.386649153,628
2000,826,0.367787452,638
2100,999,0.349845872,855
2200,595,0.332779526,468
2300,999,0.316545719,863
2400,999,0.301103837,900
2500,999,0.286415248,870
2600,999,0.272443205,883
2700,999,0.259152753,874
2800,999,0.246510641,894
2900,425,0.234485243,328
3000,999,0.223046474,905
3100,220,0.212165716,153
3200,734,0.201815749,615
3300,999,0.191970678,877
3400,999,0.182605874,900
3500,999,0.173697909,890
3600,999,0.165224496,905
3700,999,0.157164437,911
3800,999,0.149497567,926
3900,999,0.142204707,913
4000,999,0.13526761,962
4100,999,0.128668922,955
4200,999,0.122392134,950
4300,999,0.116421543,938
4400,999,0.110742213,923
4500,999,0.105339934,986
4600,999,0.100201192,949
4700,999,0.095313131,930
4800,999,0.090663521,958
4900,399,0.08624073,333
5000,303,0.082033694,217
5100,999,0.078031888,978
5200,999,0.0742253,979
5300,999,0.070604407,978
5400,753,0.067160149,679
5500,999,0.063883911,979
5600,999,0.060767496,939
5700,999,0.057803108,956
5800,999,0.054983329,958
5900,999,0.052301107,1010
6000,999,0.04974973,964
6100,999,0.047322815,959
6200,999,0.045014291,1001
6300,350,0.042818383,284
6400,999,0.040729596,999
6500,999,0.038742706,998
6600,999,0.036852741,983
6700,579,0.035054973,500
6800,999,0.033344905,947
6900,999,0.031718258,974
7000,624,0.030170963,560
7100,999,0.03,1018
7200,999,0.03,1002
7300,999,0.03,985
7400,999,0.03,996
7500,999,0.03,959
7600,999,0.03,958
7700,999,0.03,986
7800,999,0.03,970
7900,999,0.03,971
8000,999,0.03,1011
8100,999,0.03,967
8200,999,0.03,962
8300,999,0.03,964
8400,999,0.03,954
8500,999,0.03,974
8600,202,0.03,133
8700,999,0.03,999
8800,999,0.03,972
8900,999,0.03,970
9000,999,0.03,977
9100,999,0.03,1003
9200,999,0.03,960
9300,999,0.03,990
9400,999,0.03,1020
9500,999,0.03,973
9600,999,0.03,1012
9700,999,0.03,1005
9800,999,0.03,941
9900,999,0.03,1006
