num,episode5,epsilon5,sum5
0,479,1.5,272
100,593,1.426826295,357
200,910,1.357222185,609
300,999,1.291013535,617
400,999,1.228034706,618
500,614,1.16812814,391
600,637,1.111143964,397
700,807,1.056939617,501
800,999,1.005379493,651
900,525,0.956334598,320
1000,941,0.909682234,618
1100,999,0.865305688,701
1200,999,0.82309394,690
1300,687,0.782941384,475
1400,573,0.74474757,398
1500,592,0.708416944,421
1600,999,0.673858616,761
1700,507,0.640986128,351
1800,436,0.609717242,313
1900,679,0.579973729,501
2000,800,0.551681178,600
2100,305,0.524768808,207
2200,316,0.499169289,206
2300,999,0.474818579,828
2400,283,0.451655756,201
2500,754,0.429622872,592
2600,296,0.408664808,203
2700,237,0.388729129,158
2800,444,0.369765962,328
2900,887,0.351727865,732
3000,999,0.334569711,884
3100,999,0.318248574,875
3200,592,0.302723623,468
3300,999,0.287956017,882
3400,618,0.273908811,509
3500,273,0.260546863,181
3600,954,0.247836743,840
3700,651,0.235746655,544
3800,999,0.224246351,884
3900,999,0.21330706,871
4000,927,0.202901415,804
4100,999,0.193003383,889
4200,610,0.183588201,537
4300,749,0.174632315,667
4400,999,0.16611332,893
4500,628,0.158009902,547
4600,568,0.150301788,491
4700,999,0.142969696,931
4800,802,0.135995281,699
4900,550,0.129361095,487
5000,448,0.123050542,369
5100,100,0.117047832,58
5200,278,0.11133795,187
5300,999,0.10590661,936
5400,213,0.100740224,152
5500,999,0.095825867,948
5600,869,0.091151244,780
5700,466,0.086704662,402
5800,999,0.082474994,978
5900,684,0.07845166,603
6000,999,0.074624594,958
6100,342,0.070984222,283
6200,313,0.067521437,264
6300,999,0.064227574,985
6400,707,0.061094395,662
6500,674,0.058114059,594
6600,519,0.055279112,473
6700,286,0.05258246,227
6800,154,0.050017358,96
6900,573,0.047577388,527
7000,626,0.045256445,535
7100,999,0.043048724,993
7200,850,0.040948701,736
7300,451,0.038951122,362
7400,999,0.03705099,956
7500,999,0.035243551,995
7600,216,0.033524284,136
7700,999,0.031888887,977
7800,445,0.030333268,355
7900,368,0.03,306
8000,999,0.03,1007
8100,999,0.03,983
8200,293,0.03,212
8300,232,0.03,145
8400,999,0.03,986
8500,999,0.03,992
8600,244,0.03,151
8700,187,0.03,115
8800,999,0.03,965
8900,999,0.03,947
9000,999,0.03,991
9100,192,0.03,98
9200,999,0.03,1002
9300,999,0.03,981
9400,855,0.03,757
9500,132,0.03,49
9600,868,0.03,784
9700,999,0.03,987
9800,999,0.03,982
9900,323,0.03,272
