num,episode1,epsilon1,sum1
0,837,1.5,520
100,426,1.426826295,259
200,980,1.357222185,614
300,979,1.291013535,598
400,999,1.228034706,645
500,530,1.16812814,313
600,999,1.111143964,658
700,895,1.056939617,541
800,886,1.005379493,567
900,913,0.956334598,606
1000,672,0.909682234,423
1100,681,0.865305688,443
1200,636,0.82309394,421
1300,846,0.782941384,554
1400,648,0.74474757,445
1500,479,0.708416944,322
1600,383,0.673858616,250
1700,937,0.640986128,682
1800,276,0.609717242,169
1900,458,0.579973729,321
2000,490,0.551681178,343
2100,731,0.524768808,566
2200,322,0.499169289,227
2300,467,0.474818579,331
2400,604,0.451655756,461
2500,320,0.429622872,207
2600,365,0.408664808,253
2700,661,0.388729129,526
2800,349,0.369765962,238
2900,358,0.351727865,277
3000,516,0.334569711,394
3100,357,0.318248574,267
3200,647,0.302723623,517
3300,511,0.287956017,400
3400,681,0.273908811,570
3500,438,0.260546863,335
3600,481,0.247836743,385
3700,499,0.235746655,402
3800,207,0.224246351,119
3900,129,0.21330706,62
4000,311,0.202901415,218
4100,166,0.193003383,72
4200,212,0.183588201,136
4300,393,0.174632315,300
4400,383,0.16611332,294
4500,462,0.158009902,376
4600,202,0.150301788,111
4700,250,0.142969696,160
4800,131,0.135995281,36
4900,207,0.129361095,142
5000,332,0.123050542,231
5100,240,0.117047832,148
5200,282,0.11133795,186
5300,564,0.10590661,490
5400,205,0.100740224,119
5500,143,0.095825867,93
5600,118,0.091151244,59
5700,394,0.086704662,312
5800,79,0.082474994,31
5900,194,0.07845166,128
6000,198,0.074624594,133
6100,77,0.070984222,26
6200,87,0.067521437,29
6300,83,0.064227574,30
6400,177,0.061094395,90
6500,122,0.058114059,52
6600,187,0.055279112,102
6700,209,0.05258246,134
6800,220,0.050017358,147
6900,190,0.047577388,114
7000,252,0.045256445,174
7100,145,0.043048724,48
7200,86,0.040948701,30
7300,300,0.038951122,237
7400,220,0.03705099,135
7500,209,0.035243551,116
7600,178,0.033524284,85
7700,121,0.031888887,45
7800,158,0.030333268,76
7900,186,0.03,97
8000,218,0.03,163
8100,184,0.03,89
8200,170,0.03,101
8300,203,0.03,105
8400,254,0.03,168
8500,217,0.03,152
8600,146,0.03,50
8700,292,0.03,191
8800,234,0.03,140
8900,117,0.03,54
9000,222,0.03,126
9100,243,0.03,157
9200,306,0.03,214
9300,262,0.03,167
9400,285,0.03,214
9500,227,0.03,129
9600,242,0.03,142
9700,117,0.03,58
9800,236,0.03,165
9900,905,0.03,816
