num,episode4,epsilon4,sum4
0,911,1,578
100,595,0.95121753,387
200,410,0.90481479,246
300,999,0.86067569,691
400,836,0.818689804,583
500,495,0.778752093,331
600,650,0.740762643,458
700,999,0.704626412,707
800,769,0.670252995,569
900,999,0.637556399,752
1000,999,0.606454823,784
1100,789,0.576870459,548
1200,999,0.548729293,748
1300,780,0.521960923,595
1400,999,0.49649838,753
1500,577,0.472277963,453
1600,655,0.449239077,511
1700,323,0.427324086,221
1800,999,0.406478161,824
1900,974,0.386649153,807
2000,711,0.367787452,576
2100,543,0.349845872,406
2200,712,0.332779526,587
2300,382,0.316545719,270
2400,648,0.301103837,547
2500,284,0.286415248,200
2600,999,0.272443205,875
2700,538,0.259152753,420
2800,406,0.246510641,311
2900,842,0.234485243,700
3000,344,0.223046474,267
3100,999,0.212165716,910
3200,999,0.201815749,921
3300,999,0.191970678,883
3400,999,0.182605874,908
3500,879,0.173697909,746
3600,173,0.165224496,101
3700,999,0.157164437,896
3800,999,0.149497567,900
3900,301,0.142204707,213
4000,999,0.13526761,953
4100,999,0.128668922,895
4200,455,0.122392134,380
4300,329,0.116421543,270
4400,410,0.110742213,324
4500,999,0.105339934,958
4600,999,0.100201192,942
4700,196,0.095313131,131
4800,545,0.090663521,454
4900,746,0.08624073,648
5000,999,0.082033694,925
5100,480,0.078031888,379
5200,519,0.0742253,434
5300,609,0.070604407,547
5400,999,0.067160149,930
5500,999,0.063883911,918
5600,999,0.060767496,918
5700,999,0.057803108,853
5800,223,0.054983329,130
5900,999,0.052301107,961
6000,999,0.04974973,969
6100,999,0.047322815,956
6200,999,0.045014291,974
6300,999,0.042818383,801
6400,999,0.040729596,982
6500,582,0.038742706,523
6600,999,0.036852741,975
6700,999,0.035054973,984
6800,999,0.033344905,979
6900,999,0.031718258,817
7000,325,0.030170963,264
7100,999,0.03,1008
7200,316,0.03,229
7300,999,0.03,997
7400,999,0.03,1006
7500,643,0.03,552
7600,414,0.03,320
7700,448,0.03,380
7800,999,0.03,959
7900,999,0.03,993
8000,999,0.03,973
8100,999,0.03,894
8200,999,0.03,995
8300,999,0.03,943
8400,999,0.03,956
8500,999,0.03,944
8600,999,0.03,973
8700,999,0.03,1010
8800,999,0.03,990
8900,999,0.03,955
9000,999,0.03,958
9100,999,0.03,981
9200,418,0.03,338
9300,407,0.03,325
9400,999,0.03,999
9500,999,0.03,990
9600,819,0.03,738
9700,999,0.03,975
9800,999,0.03,1007
9900,478,0.03,389
