num,episode3,epsilon3,sum3
0,608,1.5,371
100,277,1.426826295,143
200,547,1.357222185,302
300,529,1.291013535,309
400,663,1.228034706,421
500,893,1.16812814,563
600,816,1.111143964,522
700,484,1.056939617,303
800,708,1.005379493,463
900,684,0.956334598,422
1000,894,0.909682234,606
1100,590,0.865305688,370
1200,691,0.82309394,472
1300,999,0.782941384,705
1400,653,0.74474757,444
1500,644,0.708416944,445
1600,535,0.673858616,375
1700,603,0.640986128,438
1800,729,0.609717242,532
1900,779,0.579973729,597
2000,999,0.551681178,767
2100,546,0.524768808,404
2200,398,0.499169289,293
2300,433,0.474818579,318
2400,141,0.451655756,76
2500,309,0.429622872,221
2600,561,0.408664808,439
2700,656,0.388729129,522
2800,999,0.369765962,846
2900,874,0.351727865,707
3000,787,0.334569711,645
3100,425,0.318248574,309
3200,801,0.302723623,654
3300,999,0.287956017,906
3400,770,0.273908811,632
3500,999,0.260546863,872
3600,903,0.247836743,777
3700,226,0.235746655,180
3800,914,0.224246351,793
3900,999,0.21330706,900
4000,787,0.202901415,678
4100,614,0.193003383,508
4200,296,0.183588201,208
4300,480,0.174632315,400
4400,635,0.16611332,518
4500,546,0.158009902,446
4600,213,0.150301788,155
4700,301,0.142969696,222
4800,518,0.135995281,421
4900,999,0.129361095,901
5000,416,0.123050542,336
5100,999,0.117047832,894
5200,612,0.11133795,561
5300,999,0.10590661,922
5400,999,0.100740224,945
5500,311,0.095825867,234
5600,820,0.091151244,742
5700,370,0.086704662,309
5800,394,0.082474994,304
5900,999,0.07845166,926
6000,738,0.074624594,665
6100,499,0.070984222,425
6200,271,0.067521437,205
6300,643,0.064227574,538
6400,332,0.061094395,287
6500,299,0.058114059,232
6600,406,0.055279112,351
6700,98,0.05258246,56
6800,195,0.050017358,108
6900,729,0.047577388,633
7000,535,0.045256445,469
7100,999,0.043048724,968
7200,451,0.040948701,392
7300,683,0.038951122,606
7400,180,0.03705099,129
7500,183,0.035243551,116
7600,246,0.033524284,162
7700,396,0.031888887,325
7800,727,0.030333268,674
7900,999,0.03,979
8000,153,0.03,89
8100,826,0.03,738
8200,650,0.03,583
8300,999,0.03,984
8400,999,0.03,961
8500,999,0.03,986
8600,999,0.03,970
8700,506,0.03,454
8800,999,0.03,998
8900,295,0.03,223
9000,172,0.03,115
9100,508,0.03,442
9200,616,0.03,569
9300,999,0.03,982
9400,332,0.03,257
9500,999,0.03,976
9600,999,0.03,1009
9700,142,0.03,104
9800,721,0.03,665
9900,522,0.03,472
