0 , 96, 1.0, 97
100 , 42, 0.9950123548119847, 43
200 , 41, 0.9900495862284902, 42
300 , 85, 0.9851115701738412, 86
400 , 117, 0.9801981831912049, 118
500 , 44, 0.9753093024395098, 45
600 , 50, 0.9704448056903707, 51
700 , 107, 0.9656045713250346, 108
800 , 44, 0.9607884783313398, 45
900 , 122, 0.9559964063006904, 123
1000 , 174, 0.9512282354250445, 175
1100 , 148, 0.9464838464939228, 149
1200 , 46, 0.9417631208914232, 47
1300 , 48, 0.9370659405932589, 49
1400 , 39, 0.9323921881638054, 40
1500 , 77, 0.9277417467531668, 78
1600 , 79, 0.9231145000942527, 80
1700 , 49, 0.9185103324998704, 50
1800 , 128, 0.9139291288598353, 129
1900 , 82, 0.9093707746380905, 83
2000 , 43, 0.9048351558698455, 44
2100 , 259, 0.9003221591587243, 260
2200 , 49, 0.8958316716739327, 50
2300 , 81, 0.8913635811474366, 82
2400 , 119, 0.8869177758711543, 120
2500 , 179, 0.8824941446941652, 180
2600 , 148, 0.8780925770199298, 149
2700 , 51, 0.8737129628035243, 52
2800 , 51, 0.8693551925488907, 52
2900 , 46, 0.8650191573060978, 47
3000 , 84, 0.8607047486686187, 85
3100 , 44, 0.8564118587706196, 45
3200 , 83, 0.8521403802842631, 84
3300 , 46, 0.8478902064170248, 47
3400 , 51, 0.843661230909024, 52
3500 , 42, 0.8394533480303654, 43
3600 , 54, 0.8352664525784984, 55
3700 , 214, 0.8311004398755846, 215
3800 , 114, 0.826955205765881, 115
3900 , 91, 0.822830646613139, 92
4000 , 89, 0.8187266592980071, 90
4100 , 94, 0.8146431412154591, 95
4200 , 49, 0.810579990272226, 50
4300 , 51, 0.8065371048842433, 52
4400 , 214, 0.8025143839741113, 215
4500 , 113, 0.7985117269685691, 114
4600 , 81, 0.7945290337959804, 82
4700 , 122, 0.7905662048838291, 123
4800 , 84, 0.786623141156233, 85
4900 , 115, 0.7826997440314639, 116
5000 , 144, 0.7787959154194843, 145
5100 , 47, 0.7749115577194965, 48
5200 , 50, 0.7710465738174995, 51
5300 , 217, 0.767200867083863, 218
5400 , 76, 0.763374341370911, 77
5500 , 52, 0.7595669010105176, 53
5600 , 188, 0.7557784508117166, 189
5700 , 82, 0.7520088960583194, 83
5800 , 56, 0.7482581425065495, 57
5900 , 45, 0.7445260963826833, 46
6000 , 97, 0.7408126643807084, 98
6100 , 47, 0.7371177536599894, 48
6200 , 52, 0.7334412718429463, 53
6300 , 132, 0.7297831270127476, 133
6400 , 52, 0.726143227711008, 53
6500 , 92, 0.7225214829355054, 93
6600 , 55, 0.7189178021379041, 56
6700 , 81, 0.7153320952214923, 82
6800 , 85, 0.7117642725389279, 86
6900 , 48, 0.7082142448899977, 49
7000 , 92, 0.7046819235193887, 93
7100 , 56, 0.7011672201144661, 57
7200 , 68, 0.6976700468030675, 69
7300 , 68, 0.6941903161513077, 69
7400 , 179, 0.6907279411613888, 180
7500 , 70, 0.6872828352694271, 71
7600 , 41, 0.6838549123432907, 42
7700 , 118, 0.6804440866804413, 119
7800 , 119, 0.677050273005796, 120
7900 , 141, 0.6736733864695941, 142
8000 , 175, 0.6703133426452752, 176
8100 , 199, 0.6669700575273669, 200
8200 , 167, 0.6636434475293898, 168
8300 , 43, 0.6603334294817619, 44
8400 , 83, 0.6570399206297214, 84
8500 , 152, 0.6537628386312585, 153
8600 , 55, 0.6505021015550557, 56
8700 , 80, 0.6472576278784408, 81
8800 , 104, 0.6440293364853462, 105
8900 , 119, 0.6408171466642842, 120
9000 , 50, 0.6376209781063263, 51
9100 , 96, 0.6344407509030966, 97
9200 , 40, 0.6312763855447736, 41
9300 , 43, 0.6281278029181032, 44
9400 , 53, 0.62499492430442, 54
9500 , 48, 0.621877671377679, 49
9600 , 87, 0.618775966202498, 88
9700 , 126, 0.6156897312322083, 127
9800 , 51, 0.6126188893069178, 52
9900 , 47, 0.6095633636515787, 48
10000 , 78, 0.6065230778740716, 79
10100 , 73, 0.6034979559632925, 74
10200 , 140, 0.6004879222872556, 141
10300 , 194, 0.5974929015911985, 195
10400 , 72, 0.594512818995704, 73
10500 , 203, 0.5915475999948258, 204
10600 , 52, 0.58859717045423, 53
10700 , 90, 0.5856614566093343, 91
10800 , 51, 0.5827403850634706, 52
10900 , 118, 0.5798338827860471, 119
11000 , 190, 0.5769418771107209, 191
11100 , 124, 0.5740642957335859, 125
11200 , 42, 0.5712010667113592, 43
11300 , 49, 0.5683521184595874, 50
11400 , 54, 0.5655173797508543, 55
11500 , 56, 0.5626967797130004, 57
11600 , 54, 0.5598902478273522, 55
11700 , 50, 0.5570977139269595, 51
11800 , 49, 0.5543191081948373, 50
11900 , 114, 0.551554361162224, 115
12000 , 95, 0.5488034037068446, 96
12100 , 90, 0.5460661670511799, 91
12200 , 176, 0.5433425827607494, 177
12300 , 118, 0.5406325827423988, 119
12400 , 52, 0.5379360992426001, 53
12500 , 46, 0.5352530648457532, 47
12600 , 170, 0.532583412472505, 171
12700 , 47, 0.5299270753780697, 48
12800 , 58, 0.5272839871505609, 59
12900 , 188, 0.5246540817093323, 189
13000 , 85, 0.5220372933033217, 86
13100 , 52, 0.5194335565094124, 53
13200 , 60, 0.5168428062307945, 61
13300 , 93, 0.5142649776953369, 94
13400 , 55, 0.5117000064539697, 56
13500 , 55, 0.509147828379072, 56
13600 , 49, 0.5066083796628685, 50
13700 , 56, 0.5040815968158346, 57
13800 , 125, 0.5015674166651087, 126
13900 , 53, 0.49906577635291366, 54
14000 , 80, 0.4965766133349839, 81
